Customer,Invoice,Invoice Date,Transaction Type,Transaction Date,Amount,Open Balance,Payment Applied
82660000,74927,1/21/15,PMT,8/20/15,-2000,103.26,TRUE
82660000,75088,2/18/15,INV,2/18/15,2478.73,2478.73,FALSE
80610700,2229,3/24/15,CRM,3/24/15,-54.36,-54.36,FALSE
81885200,75307,3/24/15,INV,3/24/15,3075.8,2919,FALSE
81885200,75307,3/24/15,PMT,4/10/15,-95.28,2919,TRUE
81885200,75307,3/24/15,DSC,4/10/15,-61.52,2919,TRUE
83767000,2238,3/31/15,CRM,3/31/15,-1042.01,-1042.01,FALSE
80694000,5193,4/9/15,PMT,4/9/15,-40.8,-40.8,FALSE
81876500,5333,5/4/15,PMT,5/4/15,-9.85,-9.85,FALSE
81885200,75868,6/8/15,INV,6/8/15,6167.31,150.75,FALSE
81885200,75868,6/8/15,PMT,6/22/15,-5893.21,150.75,TRUE
81885200,75868,6/8/15,DSC,6/22/15,-123.35,150.75,TRUE
80501000,75891,6/10/15,INV,6/10/15,22826.79,22826.79,FALSE
80610700,75895,6/10/15,INV,6/10/15,9107.75,510.59,FALSE
80610700,75895,6/10/15,PMT,7/14/15,-6201.6,510.59,TRUE
80610700,75895,6/10/15,DSC,7/14/15,-182.16,510.59,TRUE
80610700,75895,6/10/15,CRM,8/19/15,-2213.4,510.59,TRUE
81885200,75911,6/11/15,INV,6/11/15,1776,1776,FALSE
80465000,76031,6/24/15,INV,6/24/15,4688.25,4688.25,FALSE
82790500,76040,6/24/15,INV,6/24/15,20908.01,20908.01,FALSE
83767000,76044,6/24/15,INV,6/24/15,3445.82,0,FALSE
83767000,76044,6/24/15,PMT,8/18/15,-3318.6,0,TRUE
83767000,76044,6/24/15,DSC,8/18/15,-67.72,0,TRUE
83767000,76044,6/24/15,ADJ,9/9/15,-59.5,0,TRUE
80332400,76095,6/25/15,INV,6/25/15,14641.82,14641.82,FALSE
83281000,76058,6/25/15,INV,6/25/15,37774.28,69.12,FALSE
83281000,76058,6/25/15,INV,7/14/15,3675.6,69.12,FALSE
83281000,76058,6/25/15,PMT,7/14/15,-40966.95,69.12,TRUE
83281000,76058,6/25/15,DSC,7/14/15,-413.81,69.12,TRUE
81117400,76067,6/26/15,INV,6/26/15,8189.04,0,FALSE
81117400,76067,6/26/15,PMT,8/24/15,-8189.04,0,TRUE
80320000,2275,6/30/15,CRM,6/30/15,-152.77,-152.77,FALSE
81157500,2263,6/30/15,CRM,6/30/15,-1216.87,-1216.87,FALSE
81465000,2270,6/30/15,CRM,6/30/15,-633,-633,FALSE
83767000,2262,6/30/15,CRM,6/30/15,-1251.88,-1251.88,FALSE
80252500,76096,7/13/15,INV,7/13/15,8797.44,8797.44,FALSE
82497600,76108,7/13/15,INV,7/13/15,9249.24,9249.24,FALSE
82867600,76110,7/13/15,INV,7/13/15,28809.69,28809.69,FALSE
81876500,76127,7/15/15,INV,7/15/15,3794.2,3794.2,FALSE
82877500,76141,7/16/15,INV,7/16/15,35758.58,35758.58,FALSE
80682800,76147,7/17/15,INV,7/17/15,2323,2323,FALSE
81580000,76156,7/20/15,INV,7/20/15,4116.43,4116.43,FALSE
80638100,76167,7/21/15,INV,7/21/15,6572.67,6572.67,FALSE
81812400,76169,7/21/15,INV,7/21/15,1524.75,1524.75,FALSE
82497600,76172,7/21/15,INV,7/21/15,909.5,0,FALSE
82497600,76172,7/21/15,PMT,8/20/15,-850,0,TRUE
82497600,76172,7/21/15,ADJ,9/9/15,-59.5,0,TRUE
82877500,76186,7/22/15,INV,7/22/15,29239.48,29239.48,FALSE
83832500,76188,7/22/15,INV,7/22/15,8665.96,8665.96,FALSE
80234500,76189,7/23/15,INV,7/23/15,5022.09,5022.09,FALSE
80610700,76190,7/23/15,INV,7/23/15,357,357,FALSE
82867600,76192,7/23/15,INV,7/23/15,22463.77,22463.77,FALSE
80016500,76193,7/24/15,INV,7/24/15,8519.34,8519.34,FALSE
80610700,76194,7/24/15,INV,7/24/15,4280,4280,FALSE
80610700,76200,7/27/15,INV,7/27/15,20586.15,20586.15,FALSE
80610700,76201,7/27/15,INV,7/27/15,57.5,57.5,FALSE
80610700,76202,7/27/15,INV,7/27/15,11304.44,11304.44,FALSE
80610700,76203,7/27/15,INV,7/27/15,1016.6,1016.6,FALSE
81812400,76213,7/28/15,INV,7/28/15,4270.56,4270.56,FALSE
81876500,76214,7/28/15,INV,7/28/15,1944.16,1944.16,FALSE
81876500,76215,7/28/15,INV,7/28/15,1146.85,1146.85,FALSE
81885200,76216,7/28/15,INV,7/28/15,5112.73,262.4,FALSE
81885200,76216,7/28/15,PMT,8/17/15,-4748.08,262.4,TRUE
81885200,76216,7/28/15,DSC,8/17/15,-102.25,262.4,TRUE
81117400,76231,7/29/15,INV,7/29/15,3184.1,3184.1,FALSE
82791600,76235,7/29/15,INV,7/29/15,3563.1,3563.1,FALSE
82877500,76236,7/29/15,INV,7/29/15,20644,20644,FALSE
80135000,76242,7/30/15,INV,7/30/15,2159.64,2159.64,FALSE
81102500,76245,7/30/15,INV,7/30/15,3085.2,3085.2,FALSE
82510000,76254,7/31/15,INV,7/31/15,2289.69,2289.69,FALSE
83767000,76261,7/31/15,INV,7/31/15,9595.95,9595.95,FALSE
80023200,76262,8/3/15,INV,8/3/15,2220,2220,FALSE
81780000,76264,8/3/15,INV,8/3/15,33931.88,33931.88,FALSE
81810200,76265,8/3/15,INV,8/3/15,1160.02,0,FALSE
81810200,76265,8/3/15,PMT,8/18/15,-1113.62,0,TRUE
81810200,76265,8/3/15,DSC,8/18/15,-23.2,0,TRUE
81810200,76265,8/3/15,ADJ,9/9/15,-23.2,0,TRUE
82917000,76269,8/3/15,INV,8/3/15,8188.29,0,FALSE
82917000,76269,8/3/15,PMT,8/31/15,-7239.03,0,TRUE
82917000,76269,8/3/15,DSC,8/31/15,-163.77,0,TRUE
82917000,76269,8/3/15,ADJ,9/9/15,-785.49,0,TRUE
80280000,76272,8/4/15,INV,8/4/15,17214.84,17214.84,FALSE
80610700,76279,8/5/15,INV,8/5/15,115,115,FALSE
80682800,76280,8/5/15,INV,8/5/15,3786.04,3786.04,FALSE
80682800,76281,8/5/15,INV,8/5/15,5871.84,5871.84,FALSE
82117000,76283,8/5/15,INV,8/5/15,4706.52,4706.52,FALSE
82877500,76284,8/5/15,INV,8/5/15,14882.37,14882.37,FALSE
81580000,76288,8/6/15,INV,8/6/15,4506.65,4506.65,FALSE
81591500,76289,8/6/15,INV,8/6/15,214,214,FALSE
81885200,76290,8/6/15,INV,8/6/15,1466.64,1466.64,FALSE
81157500,76292,8/7/15,INV,8/7/15,26031.78,26031.78,FALSE
81780000,76293,8/7/15,INV,8/7/15,31500,31500,FALSE
83630500,76296,8/7/15,INV,8/7/15,5800,5800,FALSE
80205200,76310,8/11/15,INV,8/11/15,6085.6,6085.6,FALSE
81876500,76312,8/11/15,INV,8/11/15,1430.96,1430.96,FALSE
81780000,76322,8/12/15,INV,8/12/15,48.83,48.83,FALSE
82867600,76325,8/12/15,INV,8/12/15,6708.28,6708.28,FALSE
83630500,76326,8/12/15,INV,8/12/15,1620,1620,FALSE
81157500,76327,8/13/15,INV,8/13/15,506.22,506.22,FALSE
81157500,76328,8/13/15,INV,8/13/15,2081.25,2081.25,FALSE
81591500,76329,8/13/15,INV,8/13/15,3625.47,3625.47,FALSE
83398800,76335,8/13/15,INV,8/13/15,46377,46377,FALSE
80245000,76336,8/14/15,INV,8/14/15,8250,8250,FALSE
80692400,76338,8/14/15,INV,8/14/15,8682,8682,FALSE
80694000,76339,8/14/15,INV,8/14/15,817.5,817.5,FALSE
80694000,76340,8/14/15,INV,8/14/15,1182.88,1182.88,FALSE
80746000,76341,8/14/15,INV,8/14/15,9961.95,9961.95,FALSE
80773600,76342,8/14/15,INV,8/14/15,2325.75,2325.75,FALSE
81591500,76345,8/14/15,INV,8/14/15,2720,2720,FALSE
82510000,76350,8/14/15,INV,8/14/15,691.85,691.85,FALSE
82532400,76351,8/14/15,INV,8/14/15,5818.5,5818.5,FALSE
83637500,76359,8/14/15,INV,8/14/15,13191.44,13191.44,FALSE
80202800,76361,8/17/15,INV,8/17/15,1300,1300,FALSE
80320000,76362,8/17/15,INV,8/17/15,3491.25,3491.25,FALSE
80890500,76363,8/17/15,INV,8/17/15,240,240,FALSE
81780000,76364,8/17/15,INV,8/17/15,48600.29,48600.29,FALSE
81876500,76365,8/17/15,INV,8/17/15,1212.58,1212.58,FALSE
81885200,76366,8/17/15,INV,8/17/15,3568.54,3568.54,FALSE
82072200,76367,8/17/15,INV,8/17/15,3538.31,3538.31,FALSE
82072200,76368,8/17/15,INV,8/17/15,378,378,FALSE
82072200,76369,8/17/15,INV,8/17/15,1058.4,1058.4,FALSE
83032500,76370,8/17/15,INV,8/17/15,3319.64,3319.64,FALSE
80610700,76372,8/18/15,INV,8/18/15,1619.7,1619.7,FALSE
80682800,76373,8/18/15,INV,8/18/15,2306.44,2306.44,FALSE
80682800,76374,8/18/15,INV,8/18/15,3097.8,3097.8,FALSE
80682800,76375,8/18/15,INV,8/18/15,3786.04,3786.04,FALSE
80830200,76376,8/18/15,INV,8/18/15,6835.5,6835.5,FALSE
80845500,76378,8/18/15,INV,8/18/15,4922.4,4922.4,FALSE
81117400,76379,8/18/15,INV,8/18/15,2484.54,2484.54,FALSE
81117400,76380,8/18/15,INV,8/18/15,2533.89,2533.89,FALSE
82835000,76381,8/18/15,INV,8/18/15,1826.28,1826.28,FALSE
83032500,76382,8/18/15,INV,8/18/15,3488.21,3488.21,FALSE
83032500,76383,8/18/15,INV,8/18/15,4629.24,4629.24,FALSE
80129000,76388,8/19/15,INV,8/19/15,4258.94,4258.94,FALSE
80760200,76390,8/19/15,INV,8/19/15,10247.4,0,FALSE
80760200,76390,8/19/15,PMT,8/31/15,-7761.4,0,TRUE
80760200,76390,8/19/15,DSC,8/31/15,-102.47,0,TRUE
80760200,76390,8/19/15,ADJ,9/9/15,-2383.53,0,TRUE
81876500,76384,8/19/15,INV,8/19/15,2612.96,2612.96,FALSE
81885200,76391,8/19/15,INV,8/19/15,5491,5491,FALSE
81885200,76392,8/19/15,INV,8/19/15,2601.67,2601.67,FALSE
82877500,76385,8/19/15,INV,8/19/15,30020.27,30020.27,FALSE
83032500,76386,8/19/15,INV,8/19/15,3436,3436,FALSE
83032500,76387,8/19/15,INV,8/19/15,4301.7,4301.7,FALSE
83032500,76393,8/19/15,INV,8/19/15,5304.83,5304.83,FALSE
83032500,76394,8/19/15,INV,8/19/15,4949.97,4949.97,FALSE
80332400,751809,8/20/15,PMT,8/20/15,1187.42,0,FALSE
80332400,751809,8/20/15,ADJ,9/9/15,-1187.42,0,TRUE
80746000,76398,8/20/15,INV,8/20/15,9598.58,9598.58,FALSE
81780000,761269,8/20/15,PMT,8/20/15,146.49,146.49,FALSE
81916600,76395,8/20/15,INV,8/20/15,996.8,996.8,FALSE
81916600,76396,8/20/15,INV,8/20/15,29108.63,29108.63,FALSE
83030700,76397,8/20/15,INV,8/20/15,6272.89,6272.89,FALSE
80530000,76399,8/21/15,INV,8/21/15,1461.35,1461.35,FALSE
80625000,76400,8/21/15,INV,8/21/15,3381.6,3381.6,FALSE
81885200,76401,8/21/15,INV,8/21/15,4650.13,4650.13,FALSE
82117000,76402,8/21/15,INV,8/21/15,4621.85,4621.85,FALSE
82790500,76403,8/21/15,INV,8/21/15,6365.15,6365.15,FALSE
82790500,76404,8/21/15,INV,8/21/15,3188.28,3188.28,FALSE
83281000,76405,8/21/15,INV,8/21/15,39523.08,39523.08,FALSE
81117400,760679,8/24/15,PMT,8/24/15,118.26,118.26,FALSE
81780000,76406,8/24/15,INV,8/24/15,50978.22,50978.22,FALSE
81885200,76407,8/24/15,INV,8/24/15,3097.37,3097.37,FALSE
82072200,76408,8/24/15,INV,8/24/15,315,315,FALSE
82072200,76409,8/24/15,INV,8/24/15,1764.12,1764.12,FALSE
82072200,76410,8/24/15,INV,8/24/15,31.5,31.5,FALSE
82072200,76411,8/24/15,INV,8/24/15,2600,2600,FALSE
82474000,76413,8/24/15,INV,8/24/15,3784.5,3784.5,FALSE
83032500,76414,8/24/15,INV,8/24/15,3168.29,3168.29,FALSE
83032500,76415,8/24/15,INV,8/24/15,3162.36,3162.36,FALSE
83032500,76416,8/24/15,INV,8/24/15,3765.25,3765.25,FALSE
80746000,76417,8/25/15,INV,8/25/15,6721.05,6721.05,FALSE
81810200,76418,8/25/15,INV,8/25/15,1186.12,1186.12,FALSE
81876500,76419,8/25/15,INV,8/25/15,1362.72,1362.72,FALSE
82877500,76420,8/25/15,INV,8/25/15,9052.86,9052.86,FALSE
82917000,76421,8/25/15,INV,8/25/15,5247.26,5247.26,FALSE
82917000,76421,8/25/15,ADJ,9/9/15,-785.49,5247.26,TRUE
82917000,76421,8/25/15,ADJ,9/9/15,785.49,5247.26,TRUE
83032500,76422,8/25/15,INV,8/25/15,2236.38,2236.38,FALSE
83032500,76423,8/25/15,INV,8/25/15,3513.3,3513.3,FALSE
80280000,76424,8/26/15,INV,8/26/15,28202.96,28202.96,FALSE
80832700,76425,8/26/15,INV,8/26/15,14192.7,14192.7,FALSE
81877500,76426,8/26/15,INV,8/26/15,2085.6,2085.6,FALSE
81885200,76427,8/26/15,INV,8/26/15,5547.42,5547.42,FALSE
81885200,76428,8/26/15,INV,8/26/15,3794.66,3794.66,FALSE
81885200,76429,8/26/15,INV,8/26/15,4638.8,4638.8,FALSE
81885200,76430,8/26/15,INV,8/26/15,3599.2,3599.2,FALSE
82963300,76431,8/26/15,INV,8/26/15,4496.28,4496.28,FALSE
83032500,76432,8/26/15,INV,8/26/15,5236.78,5236.78,FALSE
83032500,76433,8/26/15,INV,8/26/15,4992.74,4992.74,FALSE
83032500,76434,8/26/15,INV,8/26/15,3456.78,3456.78,FALSE
83032500,76435,8/26/15,INV,8/26/15,3457,3457,FALSE
83032500,76436,8/26/15,INV,8/26/15,4274.82,4274.82,FALSE
83637500,76437,8/26/15,INV,8/26/15,12518.26,12518.26,FALSE
80682800,76438,8/27/15,INV,8/27/15,2306.44,2306.44,FALSE
80682800,76439,8/27/15,INV,8/27/15,5221.24,5221.24,FALSE
80682800,76440,8/27/15,INV,8/27/15,3924.64,3924.64,FALSE
80682800,76449,8/27/15,INV,8/27/15,1629,1629,FALSE
81266000,76441,8/27/15,INV,8/27/15,21242.48,21242.48,FALSE
81472300,76442,8/27/15,INV,8/27/15,2024.88,2024.88,FALSE
81876500,76450,8/27/15,INV,8/27/15,903.82,903.82,FALSE
81885200,76443,8/27/15,INV,8/27/15,3562.5,3562.5,FALSE
81885200,76444,8/27/15,INV,8/27/15,3805.9,3805.9,FALSE
82072200,76445,8/27/15,INV,8/27/15,75,75,FALSE
82796000,76446,8/27/15,INV,8/27/15,18070.32,18070.32,FALSE
83032500,76447,8/27/15,INV,8/27/15,2818.44,2818.44,FALSE
83032500,76448,8/27/15,INV,8/27/15,3306.57,3306.57,FALSE
80746000,763219,8/28/15,PMT,8/28/15,-70.66,-70.66,FALSE
81537000,76451,8/28/15,INV,8/28/15,2965.89,2965.89,FALSE
81730000,76452,8/28/15,INV,8/28/15,13005.58,13005.58,FALSE
81780000,761809,8/28/15,PMT,8/28/15,35,35,FALSE
81885200,76453,8/28/15,INV,8/28/15,5432.27,5432.27,FALSE
81885200,76454,8/28/15,INV,8/28/15,3545.54,3545.54,FALSE
81885200,76455,8/28/15,INV,8/28/15,3351.14,3351.14,FALSE
81935000,76456,8/28/15,INV,8/28/15,800,800,FALSE
81948300,76457,8/28/15,INV,8/28/15,4852.92,4852.92,FALSE
82072200,76458,8/28/15,INV,8/28/15,3872.22,3872.22,FALSE
82553500,76459,8/28/15,INV,8/28/15,9423.35,9423.35,FALSE
82561000,76460,8/28/15,INV,8/28/15,79.11,79.11,FALSE
80332400,2276,8/31/15,CRM,8/31/15,-1187.42,0,TRUE
80332400,2276,8/31/15,ADJ,9/9/15,1187.42,0,FALSE
80632000,76461,8/31/15,INV,8/31/15,5987.6,5987.6,FALSE
80703200,76462,8/31/15,INV,8/31/15,964.8,964.8,FALSE
80760200,763909,8/31/15,PMT,8/31/15,-2383.53,0,TRUE
80760200,763909,8/31/15,ADJ,9/9/15,2383.53,0,FALSE
81117400,76067,8/31/15,CRM,8/31/15,-118.26,-118.26,FALSE
81312900,76475,8/31/15,INV,8/31/15,2300.56,2300.56,FALSE
81780000,76464,8/31/15,INV,8/31/15,51866.49,51866.49,FALSE
81810200,2278,8/31/15,CRM,8/31/15,-23.2,0,TRUE
81810200,2278,8/31/15,ADJ,9/9/15,23.2,0,FALSE
81885200,76465,8/31/15,INV,8/31/15,3410.42,3410.42,FALSE
81885200,76466,8/31/15,INV,8/31/15,3467.78,3467.78,FALSE
82072200,76467,8/31/15,INV,8/31/15,876.8,876.8,FALSE
82072200,76468,8/31/15,INV,8/31/15,1814.56,1814.56,FALSE
82497600,2279,8/31/15,CRM,8/31/15,-59.5,0,TRUE
82497600,2279,8/31/15,ADJ,9/9/15,59.5,0,FALSE
82877500,2280,8/31/15,CRM,8/31/15,-2146.7,0,TRUE
82877500,2280,8/31/15,ADJ,9/9/15,2146.7,0,FALSE
82917000,762699,8/31/15,PMT,8/31/15,-785.49,0,TRUE
82917000,762699,8/31/15,ADJ,9/9/15,785.49,0,FALSE
83032500,76469,8/31/15,INV,8/31/15,3633.76,3633.76,FALSE
83032500,76470,8/31/15,INV,8/31/15,3334.85,3334.85,FALSE
83032500,76471,8/31/15,INV,8/31/15,4896.7,4896.7,FALSE
83032500,76472,8/31/15,INV,8/31/15,3098.7,3098.7,FALSE
83663000,76473,8/31/15,INV,8/31/15,3476.6,3476.6,FALSE
83767000,2282,8/31/15,CRM,8/31/15,-59.5,0,TRUE
83767000,2282,8/31/15,ADJ,9/9/15,59.5,0,FALSE
83832500,76474,8/31/15,INV,8/31/15,12456.5,12456.5,FALSE
80530000,76476,9/1/15,INV,9/1/15,3822.01,3822.01,FALSE
80610700,76477,9/1/15,INV,9/1/15,4780.8,4780.8,FALSE
80610700,76478,9/1/15,INV,9/1/15,14547.12,14547.12,FALSE
80610700,76479,9/1/15,INV,9/1/15,255,255,FALSE
80610700,76480,9/1/15,INV,9/1/15,54.36,54.36,FALSE
81780000,76481,9/1/15,INV,9/1/15,949.5,949.5,FALSE
81780000,76482,9/1/15,INV,9/1/15,19536.82,19536.82,FALSE
81885200,76483,9/1/15,INV,9/1/15,5118.46,5118.46,FALSE
81885200,76484,9/1/15,INV,9/1/15,5171.4,5171.4,FALSE
82187500,76485,9/1/15,INV,9/1/15,2829.18,2829.18,FALSE
82790500,76486,9/1/15,INV,9/1/15,12792.24,12792.24,FALSE
83032500,76487,9/1/15,INV,9/1/15,3660.04,3660.04,FALSE
83032500,76488,9/1/15,INV,9/1/15,2739.78,2739.78,FALSE
83032500,76489,9/1/15,INV,9/1/15,2829.31,2829.31,FALSE
80129000,76490,9/2/15,INV,9/2/15,4071.94,4071.94,FALSE
80619700,76491,9/2/15,INV,9/2/15,6606,6606,FALSE
81473800,76492,9/2/15,INV,9/2/15,1361,1361,FALSE
81885200,76493,9/2/15,INV,9/2/15,5774.75,5774.75,FALSE
81885200,76494,9/2/15,INV,9/2/15,2614.61,2614.61,FALSE
82187500,76495,9/2/15,INV,9/2/15,27666.7,27666.7,FALSE
82474000,76497,9/2/15,INV,9/2/15,492.5,492.5,FALSE
82497600,76498,9/2/15,INV,9/2/15,3027.96,3027.96,FALSE
82497600,76499,9/2/15,INV,9/2/15,3085.68,3085.68,FALSE
82877500,76500,9/2/15,INV,9/2/15,30021.82,30021.82,FALSE
83032500,76501,9/2/15,INV,9/2/15,5194.08,5194.08,FALSE
83032500,76502,9/2/15,INV,9/2/15,5983.62,5983.62,FALSE
83032500,76503,9/2/15,INV,9/2/15,3971.64,3971.64,FALSE
80552500,76504,9/3/15,INV,9/3/15,2254.04,2254.04,FALSE
80746000,76505,9/3/15,INV,9/3/15,6479.03,6479.03,FALSE
80746000,76506,9/3/15,INV,9/3/15,994,994,FALSE
81780000,76507,9/3/15,INV,9/3/15,7875,7875,FALSE
80682800,76508,9/4/15,INV,9/4/15,5733.24,5733.24,FALSE
80682800,76509,9/4/15,INV,9/4/15,1618.2,1618.2,FALSE
80694000,76510,9/4/15,INV,9/4/15,100.4,100.4,FALSE
80773600,76511,9/4/15,INV,9/4/15,1993.5,1993.5,FALSE
81580000,76512,9/4/15,INV,9/4/15,7303.79,7303.79,FALSE
81876500,76513,9/4/15,INV,9/4/15,1396.19,1396.19,FALSE
81877500,76514,9/4/15,INV,9/4/15,5093.2,5093.2,FALSE
81885200,76515,9/4/15,INV,9/4/15,3547.24,3547.24,FALSE
82187500,76516,9/4/15,INV,9/4/15,12299.64,12299.64,FALSE
82469000,76518,9/4/15,INV,9/4/15,3370.5,3370.5,FALSE
83032500,76519,9/4/15,INV,9/4/15,2877.44,2877.44,FALSE
83032500,76520,9/4/15,INV,9/4/15,3802.43,3802.43,FALSE
83032500,76521,9/4/15,INV,9/4/15,3534.7,3534.7,FALSE
83637500,76522,9/4/15,INV,9/4/15,11842.73,11842.73,FALSE
83706500,76523,9/4/15,INV,9/4/15,6288.14,6288.14,FALSE
80746000,76524,9/8/15,INV,9/8/15,12230.04,12230.04,FALSE
80921700,76525,9/8/15,INV,9/8/15,1110.52,1110.52,FALSE
81780000,76526,9/8/15,INV,9/8/15,54410.21,54410.21,FALSE
81916600,76527,9/8/15,INV,9/8/15,4510.17,4510.17,FALSE
81916600,76528,9/8/15,INV,9/8/15,39073.94,39073.94,FALSE
82072200,76529,9/8/15,INV,9/8/15,781.2,781.2,FALSE
83032500,76530,9/8/15,INV,9/8/15,3368.87,3368.87,FALSE
81405500,76531,9/9/15,INV,9/9/15,1669.68,1669.68,FALSE
81809300,76532,9/9/15,INV,9/9/15,2236.3,2236.3,FALSE
81812400,76533,9/9/15,INV,9/9/15,3222.6,3222.6,FALSE
81885200,76534,9/9/15,INV,9/9/15,4094.24,4094.24,FALSE
82072200,76535,9/9/15,INV,9/9/15,3708.81,3708.81,FALSE
82072200,76536,9/9/15,INV,9/9/15,1858.5,1858.5,FALSE
82072200,76537,9/9/15,INV,9/9/15,538.25,538.25,FALSE
82072200,76538,9/9/15,INV,9/9/15,4511.43,4511.43,FALSE
82072200,76539,9/9/15,INV,9/9/15,446.7,446.7,FALSE
82072200,76540,9/9/15,INV,9/9/15,441,441,FALSE
82072200,76541,9/9/15,INV,9/9/15,1800.62,1800.62,FALSE
82072200,76542,9/9/15,INV,9/9/15,22500,22500,FALSE
82510000,76543,9/9/15,INV,9/9/15,225.09,225.09,FALSE
82582500,76544,9/9/15,INV,9/9/15,8142.98,8142.98,FALSE
82917000,10009,9/9/15,PMT,9/9/15,785.49,785.49,FALSE
80129000,76545,9/11/15,INV,9/11/15,1852.1,1852.1,FALSE
80205200,76546,9/11/15,INV,9/11/15,2186,2186,FALSE
